exposure_id,user_id,session_id,video_id,campaign_id,creative_id,gender,started_at,label_end_at,origin,is_ad,features,feature_version,complete,engage,continue,click,mask_complete,mask_engage,mask_continue,mask_click,watch_ms,early_skip,observed_close,model_version,selection_probability
bb2bc2ff-846f-53b3-a74d-fc989cf1ee57,demo-user-1,demo-1-0,demo-video-2-2,demo-campaign-3,demo-campaign-3-creative,woman,2026-05-01T00:03:27+00:00,2026-05-02T00:03:33.677000+00:00,simulated,1,"{""affinity"": 0.5, ""category"": ""arte"", ""duration_s"": 20.0, ""gender"": ""woman"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,0,0,1,0,1,1,1,1,6677,0,1,heuristic-v1,1
7124c5f1-e08b-5d77-8743-041631816ab2,demo-user-1,demo-1-0,demo-video-1-3,,,woman,2026-05-01T00:03:34.677000+00:00,2026-05-02T00:03:49.677000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""musica"", ""duration_s"": 15.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,1,1,1,0,1,1,1,0,15000,0,1,heuristic-v1,1
3a193173-1703-5572-a06b-7b89d7513358,demo-user-1,demo-1-0,demo-video-3-4,,,woman,2026-05-01T00:03:50.677000+00:00,2026-05-02T00:04:00.677000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""deportes"", ""duration_s"": 10.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,10000,0,1,heuristic-v1,1
0ee1cc40-7e8a-5a67-8240-7324e30e30bf,demo-user-1,demo-1-0,demo-video-0-5,,,woman,2026-05-01T00:04:01.677000+00:00,2026-05-02T00:04:11.677000+00:00,simulated,0,"{""affinity"": 0.8333333333333334, ""category"": ""ciencia"", ""duration_s"": 10.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.8333333333333334}",exposure-v1,1,0,1,0,1,1,1,0,10000,0,1,heuristic-v1,1
c8b0ec4f-48ab-5833-a9e1-25843f309bcb,demo-user-1,demo-1-0,demo-video-1-6,,,woman,2026-05-01T00:04:12.677000+00:00,2026-05-02T00:04:18.305000+00:00,simulated,0,"{""affinity"": 0.75, ""category"": ""musica"", ""duration_s"": 15.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.75}",exposure-v1,0,0,1,0,1,1,1,0,5628,0,1,heuristic-v1,1
58f58626-664e-5e9a-b267-2460b3934cdd,demo-user-1,demo-1-0,demo-video-3-7,demo-campaign-0,demo-campaign-0-creative,woman,2026-05-01T00:04:19.305000+00:00,2026-05-02T00:04:21.615000+00:00,simulated,1,"{""affinity"": 0.75, ""category"": ""deportes"", ""duration_s"": 10.0, ""gender"": ""woman"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.75}",exposure-v1,0,0,0,0,1,1,1,1,2310,0,1,heuristic-v1,1
2170b62f-a71b-5c6d-8578-5e5ef3d2a898,demo-user-2,demo-2-0,demo-video-1-0,,,other,2026-05-01T00:06:00+00:00,2026-05-02T00:06:15+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""musica"", ""duration_s"": 15.0, ""gender"": ""other"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,15000,0,1,heuristic-v1,1
ea67b32a-835d-5322-af1e-1631994cdbfc,demo-user-2,demo-2-0,demo-video-2-1,,,other,2026-05-01T00:06:16+00:00,2026-05-02T00:06:31+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""arte"", ""duration_s"": 15.0, ""gender"": ""other"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,15000,0,1,heuristic-v1,1
6f63d1a3-e9a6-5e6f-8a0e-88742a4f572b,demo-user-2,demo-2-0,demo-video-2-2,demo-campaign-2,demo-campaign-2-creative,other,2026-05-01T00:06:32+00:00,2026-05-02T00:06:42+00:00,simulated,1,"{""affinity"": 0.75, ""category"": ""arte"", ""duration_s"": 10.0, ""gender"": ""other"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.75}",exposure-v1,1,1,1,0,1,1,1,1,10000,0,1,heuristic-v1,1
cf6ac3de-6819-5b60-b622-faeba6d51350,demo-user-2,demo-2-0,demo-video-1-3,,,other,2026-05-01T00:06:43+00:00,2026-05-02T00:06:56.011000+00:00,simulated,0,"{""affinity"": 0.75, ""category"": ""musica"", ""duration_s"": 20.0, ""gender"": ""other"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.75}",exposure-v1,0,1,1,0,1,1,1,0,13011,0,1,heuristic-v1,1
f2de505f-995a-5562-965f-0bc2930bf945,demo-user-2,demo-2-0,demo-video-1-4,,,other,2026-05-01T00:06:57.011000+00:00,2026-05-02T00:06:59.331000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""musica"", ""duration_s"": 10.0, ""gender"": ""other"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,0,1,1,0,1,1,1,0,2320,0,1,heuristic-v1,1
79c752b1-8b58-5548-a6b5-3aa8ab983aed,demo-user-2,demo-2-0,demo-video-2-5,,,other,2026-05-01T00:07:00.331000+00:00,2026-05-02T00:07:07.337000+00:00,simulated,0,"{""affinity"": 0.8333333333333334, ""category"": ""arte"", ""duration_s"": 20.0, ""gender"": ""other"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.8333333333333334}",exposure-v1,0,1,1,0,1,1,1,0,7006,0,1,heuristic-v1,1
f2b42dcf-8a05-5b02-b155-7cab641549e8,demo-user-2,demo-2-0,demo-video-3-6,,,other,2026-05-01T00:07:08.337000+00:00,2026-05-02T00:07:18.337000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""deportes"", ""duration_s"": 10.0, ""gender"": ""other"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,10000,0,1,heuristic-v1,1
77fd729b-5cdc-570b-96f1-8818e5fab8ed,demo-user-2,demo-2-0,demo-video-1-7,demo-campaign-3,demo-campaign-3-creative,other,2026-05-01T00:07:19.337000+00:00,2026-05-02T00:07:34.337000+00:00,simulated,1,"{""affinity"": 0.375, ""category"": ""musica"", ""duration_s"": 15.0, ""gender"": ""other"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.375}",exposure-v1,1,0,0,0,1,1,1,1,15000,0,1,heuristic-v1,1
ce919a3a-009d-5a5e-9704-1c1f857d5dbb,demo-user-3,demo-3-0,demo-video-2-0,,,prefer_not_to_say,2026-05-01T00:09:00+00:00,2026-05-02T00:09:03.927000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""arte"", ""duration_s"": 15.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,0,1,1,0,1,1,1,0,3927,0,1,heuristic-v1,1
e6ef38da-6e7c-5405-84aa-4a7bd97e9ad0,demo-user-3,demo-3-0,demo-video-0-1,,,prefer_not_to_say,2026-05-01T00:09:04.927000+00:00,2026-05-02T00:09:11.578000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""ciencia"", ""duration_s"": 20.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,0,0,1,0,1,1,1,0,6651,0,1,heuristic-v1,1
da2e7dcc-6c2c-5f3d-bc58-361debad2ca0,demo-user-3,demo-3-0,demo-video-3-2,demo-campaign-2,demo-campaign-2-creative,prefer_not_to_say,2026-05-01T00:09:12.578000+00:00,2026-05-02T00:09:27.578000+00:00,simulated,1,"{""affinity"": 0.5, ""category"": ""deportes"", ""duration_s"": 15.0, ""gender"": ""unspecified"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,1,1,1,0,1,1,1,1,15000,0,1,heuristic-v1,1
9be7cd16-7308-502c-a052-964442f2a5ce,demo-user-3,demo-3-0,demo-video-1-3,,,prefer_not_to_say,2026-05-01T00:09:28.578000+00:00,2026-05-02T00:09:32.777000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""musica"", ""duration_s"": 10.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,0,0,1,0,1,1,1,0,4199,0,1,heuristic-v1,1
e408042e-a68c-5296-9013-f6e32ccef7b8,demo-user-3,demo-3-0,demo-video-2-4,,,prefer_not_to_say,2026-05-01T00:09:33.777000+00:00,2026-05-02T00:09:48.777000+00:00,simulated,0,"{""affinity"": 0.25, ""category"": ""arte"", ""duration_s"": 15.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.25}",exposure-v1,1,0,1,0,1,1,1,0,15000,0,1,heuristic-v1,1
822c6dc4-f08d-5985-ba34-bf67dab067ab,demo-user-3,demo-3-0,demo-video-2-5,,,prefer_not_to_say,2026-05-01T00:09:49.777000+00:00,2026-05-02T00:09:55.388000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""arte"", ""duration_s"": 10.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,0,0,1,0,1,1,1,0,5611,0,1,heuristic-v1,1
53df0b62-87d1-524b-bc5f-1ee918ddb4db,demo-user-3,demo-3-0,demo-video-2-6,,,prefer_not_to_say,2026-05-01T00:09:56.388000+00:00,2026-05-02T00:10:08.980000+00:00,simulated,0,"{""affinity"": 0.375, ""category"": ""arte"", ""duration_s"": 20.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.375}",exposure-v1,0,0,1,0,1,1,1,0,12592,0,1,heuristic-v1,1
ece1d566-c209-586a-97c1-4da230691433,demo-user-3,demo-3-0,demo-video-0-7,demo-campaign-1,demo-campaign-1-creative,prefer_not_to_say,2026-05-01T00:10:09.980000+00:00,2026-05-02T00:10:12.956000+00:00,simulated,1,"{""affinity"": 0.25, ""category"": ""ciencia"", ""duration_s"": 15.0, ""gender"": ""unspecified"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.25}",exposure-v1,0,0,0,0,1,1,1,1,2976,0,1,heuristic-v1,1
fcb7fa42-1eb8-5b47-9533-def2ca29f25c,demo-user-4,demo-4-0,demo-video-0-0,,,unspecified,2026-05-01T00:12:00+00:00,2026-05-02T00:12:04.205000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""ciencia"", ""duration_s"": 10.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,0,0,1,0,1,1,1,0,4205,0,1,heuristic-v1,1
5ab04e20-866c-5a07-be9e-d22ee321dbc3,demo-user-4,demo-4-0,demo-video-1-1,,,unspecified,2026-05-01T00:12:05.205000+00:00,2026-05-02T00:12:15.205000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""musica"", ""duration_s"": 10.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,10000,0,1,heuristic-v1,1
53518335-396e-5fa3-93cc-413d7e859c74,demo-user-4,demo-4-0,demo-video-3-2,demo-campaign-0,demo-campaign-0-creative,unspecified,2026-05-01T00:12:16.205000+00:00,2026-05-02T00:12:31.205000+00:00,simulated,1,"{""affinity"": 0.5, ""category"": ""deportes"", ""duration_s"": 15.0, ""gender"": ""unspecified"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,1,15000,0,1,heuristic-v1,1
02561046-e301-5043-979a-27ced10c00a2,demo-user-4,demo-4-0,demo-video-1-3,,,unspecified,2026-05-01T00:12:32.205000+00:00,2026-05-02T00:12:42.205000+00:00,simulated,0,"{""affinity"": 0.75, ""category"": ""musica"", ""duration_s"": 10.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.75}",exposure-v1,1,0,1,0,1,1,1,0,10000,0,1,heuristic-v1,1
39d05910-405b-5eaa-9134-04371d2f12ab,demo-user-4,demo-4-0,demo-video-3-4,,,unspecified,2026-05-01T00:12:43.205000+00:00,2026-05-02T00:12:58.205000+00:00,simulated,0,"{""affinity"": 0.75, ""category"": ""deportes"", ""duration_s"": 15.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.75}",exposure-v1,1,0,0,0,1,1,1,0,15000,0,1,heuristic-v1,1
d96ca150-529d-5cb3-927b-2c8b27431eaa,demo-user-4,demo-4-0,demo-video-1-5,,,unspecified,2026-05-01T00:12:59.205000+00:00,2026-05-02T00:13:00.893000+00:00,simulated,0,"{""affinity"": 0.8333333333333334, ""category"": ""musica"", ""duration_s"": 20.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.8333333333333334}",exposure-v1,0,0,0,0,1,1,1,0,1688,1,1,heuristic-v1,1
df6da125-3436-5d87-9521-4a8b2d1a6dc5,demo-user-4,demo-4-0,demo-video-1-6,,,unspecified,2026-05-01T00:13:01.893000+00:00,2026-05-02T00:13:02.849000+00:00,simulated,0,"{""affinity"": 0.625, ""category"": ""musica"", ""duration_s"": 20.0, ""gender"": ""unspecified"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.625}",exposure-v1,0,0,1,0,1,1,1,0,956,1,1,heuristic-v1,1
96631b0f-5c00-5cd5-b245-60e021d874cf,demo-user-4,demo-4-0,demo-video-1-7,demo-campaign-1,demo-campaign-1-creative,unspecified,2026-05-01T00:13:03.849000+00:00,2026-05-02T00:13:06.843000+00:00,simulated,1,"{""affinity"": 0.5, ""category"": ""musica"", ""duration_s"": 20.0, ""gender"": ""unspecified"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,0,0,0,0,1,1,1,1,2994,0,1,heuristic-v1,1
a8d25add-c3e2-58f5-8207-565a3cc38e32,demo-user-5,demo-5-0,demo-video-1-0,,,man,2026-05-01T00:15:00+00:00,2026-05-02T00:15:15+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""musica"", ""duration_s"": 15.0, ""gender"": ""man"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,15000,0,1,heuristic-v1,1
44c6b63d-b5ad-505f-9827-107819c11cae,demo-user-5,demo-5-0,demo-video-0-1,,,man,2026-05-01T00:15:16+00:00,2026-05-02T00:15:31+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""ciencia"", ""duration_s"": 15.0, ""gender"": ""man"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,15000,0,1,heuristic-v1,1
d55ff0ea-4e11-5196-916d-7d27aed87729,demo-user-5,demo-5-0,demo-video-3-2,demo-campaign-2,demo-campaign-2-creative,man,2026-05-01T00:15:32+00:00,2026-05-02T00:15:35.470000+00:00,simulated,1,"{""affinity"": 0.5, ""category"": ""deportes"", ""duration_s"": 20.0, ""gender"": ""man"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,0,0,1,0,1,1,1,1,3470,0,1,heuristic-v1,1
7f36861a-d53b-54cc-a740-745ceae222cf,demo-user-5,demo-5-0,demo-video-1-3,,,man,2026-05-01T00:15:36.470000+00:00,2026-05-02T00:15:46.470000+00:00,simulated,0,"{""affinity"": 0.75, ""category"": ""musica"", ""duration_s"": 10.0, ""gender"": ""man"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.75}",exposure-v1,1,1,1,0,1,1,1,0,10000,0,1,heuristic-v1,1
e29508e0-0177-562d-b086-7c9aa9b734fe,demo-user-5,demo-5-0,demo-video-1-4,,,man,2026-05-01T00:15:47.470000+00:00,2026-05-02T00:16:02.470000+00:00,simulated,0,"{""affinity"": 0.8333333333333334, ""category"": ""musica"", ""duration_s"": 15.0, ""gender"": ""man"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.8333333333333334}",exposure-v1,1,0,1,0,1,1,1,0,15000,0,1,heuristic-v1,1
72ed4d99-c2c6-5aa5-ba21-5fd5387996da,demo-user-5,demo-5-0,demo-video-2-5,,,man,2026-05-01T00:16:03.470000+00:00,2026-05-02T00:16:23.470000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""arte"", ""duration_s"": 20.0, ""gender"": ""man"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,20000,0,1,heuristic-v1,1
684cbb39-fbc1-596d-982f-4e038dfd2f6e,demo-user-5,demo-5-0,demo-video-0-6,,,man,2026-05-01T00:16:24.470000+00:00,2026-05-02T00:16:34.470000+00:00,simulated,0,"{""affinity"": 0.75, ""category"": ""ciencia"", ""duration_s"": 10.0, ""gender"": ""man"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.75}",exposure-v1,1,0,0,0,1,1,1,0,10000,0,1,heuristic-v1,1
5b195d76-cb08-570c-ac94-774c374b99ea,demo-user-5,demo-5-0,demo-video-3-7,demo-campaign-0,demo-campaign-0-creative,man,2026-05-01T00:16:35.470000+00:00,2026-05-02T00:16:36.309000+00:00,simulated,1,"{""affinity"": 0.25, ""category"": ""deportes"", ""duration_s"": 15.0, ""gender"": ""man"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.25}",exposure-v1,0,0,0,0,1,1,1,1,839,1,1,heuristic-v1,1
548de6f9-d7b6-5638-b7f8-a7fd5eb88a9c,demo-user-6,demo-6-0,demo-video-1-0,,,woman,2026-05-01T00:18:00+00:00,2026-05-02T00:18:10+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""musica"", ""duration_s"": 10.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,10000,0,1,heuristic-v1,1
a119aa87-8bbe-5a42-b7b1-5ecd01c21eef,demo-user-6,demo-6-0,demo-video-0-1,,,woman,2026-05-01T00:18:11+00:00,2026-05-02T00:18:26+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""ciencia"", ""duration_s"": 15.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,15000,0,1,heuristic-v1,1
2a3680de-aef5-52d6-9626-ce9a7f6c0924,demo-user-6,demo-6-0,demo-video-0-2,demo-campaign-2,demo-campaign-2-creative,woman,2026-05-01T00:18:27+00:00,2026-05-02T00:18:31.860000+00:00,simulated,1,"{""affinity"": 0.75, ""category"": ""ciencia"", ""duration_s"": 15.0, ""gender"": ""woman"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.75}",exposure-v1,0,0,1,0,1,1,1,1,4860,0,1,heuristic-v1,1
6e4b7dea-f6d1-5456-8789-acc21b90c0a4,demo-user-6,demo-6-0,demo-video-0-3,,,woman,2026-05-01T00:18:32.860000+00:00,2026-05-02T00:18:42.256000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""ciencia"", ""duration_s"": 15.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,0,0,1,0,1,1,1,0,9396,0,1,heuristic-v1,1
64945abb-d4ba-5616-937f-761c2b1220e8,demo-user-6,demo-6-0,demo-video-1-4,,,woman,2026-05-01T00:18:43.256000+00:00,2026-05-02T00:18:53.256000+00:00,simulated,0,"{""affinity"": 0.75, ""category"": ""musica"", ""duration_s"": 10.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.75}",exposure-v1,1,0,1,0,1,1,1,0,10000,0,1,heuristic-v1,1
b40575a1-4db5-51d5-a3d8-0396da5e8d8c,demo-user-6,demo-6-0,demo-video-2-5,,,woman,2026-05-01T00:18:54.256000+00:00,2026-05-02T00:19:14.256000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""arte"", ""duration_s"": 20.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 0, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,20000,0,1,heuristic-v1,1
60a9a573-72d5-5aba-8c49-8d48aa954854,demo-user-6,demo-6-0,demo-video-3-6,,,woman,2026-05-01T00:19:15.256000+00:00,2026-05-02T00:19:30.256000+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""deportes"", ""duration_s"": 15.0, ""gender"": ""woman"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,15000,0,1,heuristic-v1,1
6ee3ac94-094c-5163-bb93-ae0cea3d79fd,demo-user-6,demo-6-0,demo-video-0-7,demo-campaign-3,demo-campaign-3-creative,woman,2026-05-01T00:19:31.256000+00:00,2026-05-02T00:19:35.321000+00:00,simulated,1,"{""affinity"": 0.375, ""category"": ""ciencia"", ""duration_s"": 20.0, ""gender"": ""woman"", ""is_ad"": 1, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.375}",exposure-v1,0,0,0,0,1,1,1,1,4065,0,1,heuristic-v1,1
b8bf454c-8d01-5675-989a-5c642716ed67,demo-user-7,demo-7-0,demo-video-0-0,,,other,2026-05-01T00:21:00+00:00,2026-05-02T00:21:10+00:00,simulated,0,"{""affinity"": 0.5, ""category"": ""ciencia"", ""duration_s"": 10.0, ""gender"": ""other"", ""is_ad"": 0, ""new_user"": 1, ""same_region"": 1, ""topic"": 0.5}",exposure-v1,1,0,1,0,1,1,1,0,10000,0,1,heuristic-v1,1
