exposure_id	user_id	gender	origin	split	click	p_complete	p_engage	p_continue	p_click
3fa2abd1-2879-55af-a34e-fb1140f5273e	demo-user-42	other	simulated	test	0	0.6200050115585327	0.20991264283657074	0.4690520167350769	0.18820782005786896
8473d377-8581-5259-93f3-2750281bb180	demo-user-43	prefer_not_to_say	simulated	test	0	0.6451696753501892	0.20701594650745392	0.4361751675605774	0.17953234910964966
4d34255e-7c21-5955-a145-bfac796d39e9	demo-user-43	prefer_not_to_say	simulated	test	0	0.3291902244091034	0.09162941575050354	0.5145370960235596	0.08662623912096024
3687a996-af53-502c-821b-8418ae663353	demo-user-45	man	simulated	test	0	0.4452086389064789	0.11792148649692535	0.4258796274662018	0.11972551047801971
f6777c8c-fa85-55cf-8bac-aee74506b618	demo-user-45	man	simulated	test	0	0.4928014874458313	0.1564706265926361	0.44213879108428955	0.12322355061769485
d0354062-e000-504b-bde7-5018076d0a9a	demo-user-46	woman	simulated	test	0	0.4355745017528534	0.13089227676391602	0.4461350739002228	0.1763693392276764
1af220ce-9f80-5e47-8c35-25997e5ae8c6	demo-user-46	woman	simulated	test	0	0.39071640372276306	0.08593149483203888	0.44239166378974915	0.08040669560432434
4714d5cf-c254-5a75-9f80-e4a7f4a02beb	demo-user-47	other	simulated	test	1	0.633987545967102	0.21869243681430817	0.503426730632782	0.2092786729335785
7ec12e39-088c-59c9-8779-b2273ed19b46	demo-user-47	other	simulated	test	0	0.39579635858535767	0.09840677678585052	0.4368171691894531	0.07807978242635727
b76ab761-dc70-520b-b919-4e391e994929	demo-user-48	prefer_not_to_say	simulated	test	0	0.4763108789920807	0.13036049902439117	0.4494188129901886	0.12451840937137604
9f39f07e-23b0-5cb1-9daa-eab444e7fb37	demo-user-48	prefer_not_to_say	simulated	test	0	0.4778997004032135	0.1594964861869812	0.5315971374511719	0.1671227663755417
3b0245c3-8a66-51e1-ab45-e8c3a9b3c356	demo-user-50	man	simulated	test	0	0.5965362787246704	0.18808139860630035	0.44228675961494446	0.16319456696510315
25c48406-f762-5564-a536-0abe887cd1eb	demo-user-50	man	simulated	test	0	0.5353467464447021	0.16846293210983276	0.44424301385879517	0.13022716343402863
ac973b96-c2aa-58bd-a88e-7d694b099b9d	demo-user-51	woman	simulated	test	1	0.6373469829559326	0.20764167606830597	0.46586576104164124	0.16615945100784302
82d15473-f721-5bbd-9716-2787360ef590	demo-user-51	woman	simulated	test	0	0.5152909755706787	0.15614108741283417	0.43151795864105225	0.1569834202528
1b951ba3-7da9-504d-83d9-c9e6f606555d	demo-user-52	other	simulated	test	0	0.37960243225097656	0.10472816973924637	0.48536038398742676	0.1248176246881485
9cc19ffa-bfd5-5939-ac4a-96fecbd351a6	demo-user-52	other	simulated	test	1	0.644161581993103	0.208775132894516	0.46837136149406433	0.16590195894241333
00ad4b9e-f840-5f72-abec-0dcfbcd0a818	demo-user-53	prefer_not_to_say	simulated	test	1	0.4375096559524536	0.14776082336902618	0.416568785905838	0.16569341719150543
9b56af0a-e2a7-569d-bbb6-aa5692238726	demo-user-53	prefer_not_to_say	simulated	test	1	0.4795578420162201	0.1521974802017212	0.4422345459461212	0.12011991441249847
6a49a9f3-9a0e-5438-b092-724f2354333c	demo-user-55	man	simulated	test	0	0.521239697933197	0.15716439485549927	0.44637060165405273	0.16156552731990814
d380ebec-6de9-57f6-a8a2-d38c42524a4d	demo-user-55	man	simulated	test	0	0.6503480672836304	0.21783268451690674	0.6133438348770142	0.1970241516828537
ff497584-547f-5ca8-813d-20d3a5678da4	demo-user-56	woman	simulated	test	0	0.5663628578186035	0.17634031176567078	0.44773513078689575	0.13412535190582275
e16ca1f8-4537-5f04-bfec-f9fea9f39166	demo-user-56	woman	simulated	test	1	0.6089332103729248	0.20011074841022491	0.4437512457370758	0.19400785863399506
a824a379-3988-52f2-b317-7bbec5f44be1	demo-user-57	other	simulated	test	0	0.5849967002868652	0.19495728611946106	0.4298989474773407	0.19230103492736816
7ef88290-6966-5b82-b1b9-c941cef78955	demo-user-57	other	simulated	test	0	0.6060256958007812	0.19730350375175476	0.48462870717048645	0.1960712969303131
cd362504-381b-5f30-b852-b8f81b4b4bed	demo-user-58	prefer_not_to_say	simulated	test	0	0.5748822093009949	0.18986853957176208	0.4229816794395447	0.17797502875328064
21feb657-b9fa-5dcd-ad98-736d2497682b	demo-user-58	prefer_not_to_say	simulated	test	0	0.6077610850334167	0.18660099804401398	0.45297476649284363	0.13905751705169678
c366c419-85eb-51e8-b8b3-7ffe6ac0faf9	demo-user-0	man	simulated	test	1	0.577555239200592	0.18087126314640045	0.4384739398956299	0.15645445883274078
0205eee3-7be6-518e-9e54-ca58dc0525fb	demo-user-0	man	simulated	test	0	0.5744657516479492	0.19565168023109436	0.4532647132873535	0.16344678401947021
6c1b4601-a777-530e-93ac-6f23770d179a	demo-user-1	woman	simulated	test	0	0.4507216215133667	0.14847667515277863	0.5242589712142944	0.15833404660224915
ca8b9ae6-24b7-5969-a541-edd1a4a76e81	demo-user-1	woman	simulated	test	0	0.6338825225830078	0.2070704996585846	0.4646435081958771	0.1662692129611969
0cf3e0f9-c0d9-5a5c-a8bc-904e17ee4911	demo-user-2	other	simulated	test	0	0.4437978267669678	0.14607854187488556	0.4522925317287445	0.17548269033432007
0adaf2d7-7fa9-5027-ba1b-48107da2d5c2	demo-user-2	other	simulated	test	0	0.44016432762145996	0.1438334733247757	0.45220670104026794	0.1713055521249771
8a8a9714-5120-5176-bf09-08399fd40a59	demo-user-3	prefer_not_to_say	simulated	test	0	0.5524070262908936	0.1842973381280899	0.4465709328651428	0.1626765877008438
fe70a599-9d70-5e45-88d4-89f4514c467b	demo-user-3	prefer_not_to_say	simulated	test	1	0.692672073841095	0.1998625248670578	0.45166704058647156	0.14519257843494415
3874b8d5-58e5-5f1a-b558-f3684e88049b	demo-user-4	unspecified	simulated	test	0	0.6047266125679016	0.18584243953227997	0.45248082280158997	0.13869039714336395
c163fd25-422a-5fc7-8b8a-63898e2cd02f	demo-user-4	unspecified	simulated	test	0	0.47402501106262207	0.17329087853431702	0.4929453134536743	0.1862470656633377
178a9525-e5a5-5b0b-a839-1d26f5db1186	demo-user-5	man	simulated	test	0	0.5717104077339172	0.16670255362987518	0.4186629056930542	0.13885889947414398
97223dc1-46f3-5ea4-854c-40738285d45f	demo-user-5	man	simulated	test	0	0.5080364942550659	0.17162369191646576	0.4839244782924652	0.1469571888446808
2dd0cb4c-84b9-5222-b5b5-d04552ea2ee8	demo-user-6	woman	simulated	test	0	0.312432199716568	0.08143658936023712	0.532843828201294	0.09896068274974823
c0e279d1-88ed-564f-b9c0-1bd3048a3d75	demo-user-6	woman	simulated	test	0	0.38268381357192993	0.10438662022352219	0.4164561629295349	0.10020305961370468
57cb5ad5-0f84-5902-b112-a8604a1f4b38	demo-user-7	other	simulated	test	0	0.5863873958587646	0.1983625292778015	0.45486611127853394	0.17793157696723938
11a9f0f4-c443-5dd6-8b40-f0733f6cc2ed	demo-user-7	other	simulated	test	1	0.57539302110672	0.179973304271698	0.4381772577762604	0.15553104877471924
d2b2898c-ee9e-584d-ae2e-9bb9e1007660	demo-user-8	prefer_not_to_say	simulated	test	0	0.5795319676399231	0.1805298924446106	0.4446276128292084	0.18214011192321777
8fcea75f-655a-5f8f-9c3f-c6ce1df212b8	demo-user-8	prefer_not_to_say	simulated	test	0	0.594255268573761	0.19458281993865967	0.4419455826282501	0.19006875157356262
f5b9b05c-f0c5-515d-90ba-98e47ab41dfd	demo-user-10	man	simulated	test	0	0.3369923532009125	0.09506458044052124	0.5270495414733887	0.11153155565261841
f1970404-c42c-50ec-abcb-ddc486d91338	demo-user-10	man	simulated	test	0	0.33927181363105774	0.09053059667348862	0.47115910053253174	0.12402185052633286
13145745-04b0-529f-90ca-86e861cab8f5	demo-user-11	woman	simulated	test	0	0.613523006439209	0.20625752210617065	0.5864565968513489	0.19653618335723877
24f70591-0025-5416-baee-62013ccf86dc	demo-user-11	woman	simulated	test	0	0.5646836757659912	0.18948625028133392	0.44907233119010925	0.1685284972190857
13c05ffa-acc8-5d90-bfe4-9fc8997efca5	demo-user-12	other	simulated	test	0	0.5856654644012451	0.2061358094215393	0.48190149664878845	0.17924608290195465
742d265e-8387-5391-ad38-73956c38eccc	demo-user-12	other	simulated	test	1	0.6296358704566956	0.18069368600845337	0.42939379811286926	0.14475290477275848
94ce143c-34c6-5a24-8289-77df3c49c895	demo-user-14	unspecified	simulated	test	0	0.27733829617500305	0.08458665013313293	0.4691666066646576	0.0845310315489769
be3b91b1-94f1-55ee-b411-0ce1a32d201f	demo-user-14	unspecified	simulated	test	1	0.5216708779335022	0.18940924108028412	0.4892079830169678	0.19832991063594818
01e895f9-69d6-50a7-805f-7a6ceef735f6	demo-user-16	woman	simulated	test	0	0.6293047070503235	0.22228509187698364	0.43642619252204895	0.2535025179386139
e0513b52-73fc-5360-ae92-9e74fe2b5e9d	demo-user-16	woman	simulated	test	1	0.6573307514190674	0.23163899779319763	0.5108975768089294	0.19863706827163696
5454db96-0d07-5f43-98bf-202beeb28c1e	demo-user-17	other	simulated	test	0	0.39717337489128113	0.09074833244085312	0.4274856746196747	0.09250444173812866
8ad3db40-054b-5ccf-9aad-d29104330bc8	demo-user-17	other	simulated	test	0	0.3886077404022217	0.08825522661209106	0.42605847120285034	0.07302843779325485
355ff95b-d2f7-56a9-9edc-638d27c2d843	demo-user-18	prefer_not_to_say	simulated	test	0	0.5281209945678711	0.17828825116157532	0.5469307899475098	0.18190529942512512
ba4ca671-417a-552f-9cd9-9913ad70fba1	demo-user-18	prefer_not_to_say	simulated	test	0	0.49407604336738586	0.14354616403579712	0.4131527245044708	0.1269935518503189
7939b367-f7db-596d-adf7-368ada62bf3b	demo-user-19	unspecified	simulated	test	0	0.601544976234436	0.18981623649597168	0.4449927806854248	0.1900576502084732
c7133f08-963f-5036-a7de-d126419ea101	demo-user-19	unspecified	simulated	test	0	0.38070711493492126	0.1052410900592804	0.48513975739479065	0.12525738775730133
00c3a4b4-d542-5064-ac38-f7eda3980c5b	demo-user-20	man	simulated	test	0	0.6258424520492554	0.2071256786584854	0.446718692779541	0.19864872097969055
0709c369-e0d1-5fab-ac40-aba6dbdaa8b6	demo-user-20	man	simulated	test	0	0.49941888451576233	0.18054789304733276	0.489593505859375	0.19231469929218292
8845138f-74ce-58e4-810c-bdb909b13e70	demo-user-21	woman	simulated	test	0	0.36371156573295593	0.10641339421272278	0.5177202820777893	0.08772974461317062
abd976d9-cccf-5a99-8106-287151f64d4a	demo-user-21	woman	simulated	test	0	0.3149245083332062	0.08782483637332916	0.42324545979499817	0.1012318953871727
f0057a58-2807-5b5d-b853-0496b09f27c7	demo-user-22	other	simulated	test	0	0.40360862016677856	0.13064146041870117	0.5010223388671875	0.15272782742977142
a3da32f9-52a3-546c-8a3c-c0c14b291229	demo-user-22	other	simulated	test	0	0.2809785306453705	0.08284394443035126	0.4569424092769623	0.07905939966440201
9c5c4122-2bce-531d-bc2c-991495afab39	demo-user-23	prefer_not_to_say	simulated	test	0	0.5979447960853577	0.21271288394927979	0.47645294666290283	0.20695050060749054
917d3230-1ea1-544f-8611-9f8816f14bac	demo-user-23	prefer_not_to_say	simulated	test	0	0.4486503303050995	0.1551390290260315	0.4948718249797821	0.1729723960161209
18483061-bdcb-573e-84f0-0ea043286a7d	demo-user-26	woman	simulated	test	0	0.36143627762794495	0.10294696688652039	0.4658028483390808	0.13928060233592987
1eac26b6-47c7-5a44-bbb1-e15dd340faba	demo-user-26	woman	simulated	test	1	0.639000654220581	0.20656718313694	0.48176538944244385	0.20598481595516205
812dbbde-da43-5767-978e-783a5d6bf3f7	demo-user-27	other	simulated	test	1	0.5975583791732788	0.19295763969421387	0.4607340097427368	0.15196369588375092
c5a0563c-3b63-5707-92c4-61e838b257a6	demo-user-27	other	simulated	test	0	0.5013903975486755	0.17636306583881378	0.4461974799633026	0.15242742002010345
9d3b6384-12b4-577b-8b22-a08cc5ca8b3e	demo-user-28	prefer_not_to_say	simulated	test	0	0.4030912518501282	0.10695041716098785	0.4650862514972687	0.11118882149457932
fa382da8-b10c-5370-8c5a-654aaf26529f	demo-user-28	prefer_not_to_say	simulated	test	0	0.45045265555381775	0.1523842066526413	0.416847825050354	0.16859495639801025
5e461730-41b5-5c48-acbe-c57bdb5bb764	demo-user-29	unspecified	simulated	test	1	0.6573307514190674	0.23163899779319763	0.5108975768089294	0.19863706827163696
35081fd0-1962-5564-ab7d-afa704c296e3	demo-user-29	unspecified	simulated	test	0	0.455790251493454	0.13315868377685547	0.4380117654800415	0.10916101187467575
aa43a426-b501-58a9-a7a4-f0f0aceda83e	demo-user-31	woman	simulated	test	1	0.5114613175392151	0.17333507537841797	0.4339456260204315	0.20630298554897308
6e48e0b0-ebc0-586e-839b-a1b6b55afa96	demo-user-31	woman	simulated	test	0	0.499868780374527	0.16751083731651306	0.43507176637649536	0.20049189031124115
fc0f49d3-e757-57bd-9410-f0928fea280f	demo-user-32	other	simulated	test	0	0.3756980001926422	0.1148308664560318	0.5029715299606323	0.13894972205162048
a5bdf3c7-6454-56a5-93fc-f8930640d6c6	demo-user-32	other	simulated	test	0	0.3976668417453766	0.1332515925168991	0.41781648993492126	0.15623092651367188
722eac8d-4fc0-59e5-ade8-1ae9fc29e6e8	demo-user-35	man	simulated	test	0	0.41348904371261597	0.12058882415294647	0.47918736934661865	0.13817225396633148
ac9f28a9-b21c-541e-8bb2-09e9af1c5041	demo-user-35	man	simulated	test	0	0.41009530425071716	0.1287367343902588	0.45809587836265564	0.16125567257404327
2df7383f-1bdb-574a-b493-a6eb62b1e871	demo-user-36	woman	simulated	test	0	0.5652877688407898	0.19697661697864532	0.47964316606521606	0.17133815586566925
223c36d7-c281-51d4-8c24-903273e93b30	demo-user-36	woman	simulated	test	1	0.45261329412460327	0.11811355501413345	0.44735634326934814	0.1118147000670433
d37047ea-8e42-55fd-82e9-3041ac0332f2	demo-user-37	other	simulated	test	0	0.5451236963272095	0.17102326452732086	0.445239782333374	0.13151447474956512
2ca54e47-c430-56cf-ac0c-a7fedc28446f	demo-user-37	other	simulated	test	0	0.5427374839782715	0.17042630910873413	0.4449714422225952	0.13121521472930908
37ad2677-4dd1-5425-b0a4-8f4ba1641d67	demo-user-38	prefer_not_to_say	simulated	test	0	0.44895869493484497	0.12929978966712952	0.43772417306900024	0.10557470470666885
a9e8bb7c-d00c-5fd1-b82d-6c955f477184	demo-user-38	prefer_not_to_say	simulated	test	1	0.46130549907684326	0.1354851871728897	0.4345758855342865	0.09182760119438171
dabdc8ce-23a0-5372-b25d-6254975d1b4d	demo-user-39	unspecified	simulated	test	1	0.5062964558601379	0.14207713305950165	0.4309486150741577	0.16050872206687927
d5752289-d58d-5adc-b485-83b0372aa1ed	demo-user-39	unspecified	simulated	test	0	0.370787113904953	0.11199558526277542	0.5034038424491882	0.1364373415708542
6e7ba412-1b3d-5ec9-b2a4-535acadfc4c4	demo-user-40	man	simulated	test	0	0.4251192510128021	0.14252234995365143	0.4985874891281128	0.1627219021320343
8b52cc12-7e2c-5744-bd2f-bf933b6ec6e3	demo-user-40	man	simulated	test	0	0.5933390855789185	0.2054302990436554	0.4283979833126068	0.2500114142894745
c567433a-eca5-5b65-9a34-87b476ad623f	demo-user-41	woman	simulated	test	0	0.5803213119506836	0.19703158736228943	0.45407500863075256	0.16414766013622284
50a4f450-787b-5d9c-804e-59d3ecd17022	demo-user-41	woman	simulated	test	1	0.4543007016181946	0.11901873350143433	0.4475697875022888	0.11275340616703033
b00d0f98-0a04-5854-972f-50c2c05ab7f4	demo-user-42	other	simulated	test	0	0.31112048029899597	0.10277219116687775	0.4634586572647095	0.10299969464540482
0df77721-ed0f-501d-875d-cb3f2c0a5c95	demo-user-42	other	simulated	test	0	0.32859697937965393	0.08622311055660248	0.506646990776062	0.1134498119354248
0304c249-a5d1-5e22-b06e-e743512f75ce	demo-user-43	prefer_not_to_say	simulated	test	1	0.3701618015766144	0.11124024540185928	0.5213969945907593	0.1261672079563141
3f64f1a9-93af-585f-9a4d-d1531272161e	demo-user-43	prefer_not_to_say	simulated	test	0	0.34688782691955566	0.08725568652153015	0.4684397876262665	0.11055482178926468
4f008a78-77d8-5362-bb78-92468dc3085f	demo-user-45	man	simulated	test	0	0.4107750356197357	0.1272800713777542	0.5046300888061523	0.10608687251806259
f8100db3-9171-5c5b-8880-da13ace59d25	demo-user-45	man	simulated	test	0	0.5155636072158813	0.16319437325000763	0.4427611827850342	0.12762342393398285
3edc12d8-661c-5240-bd23-466041aede3d	demo-user-46	woman	simulated	test	0	0.28957873582839966	0.0642751157283783	0.5100970268249512	0.09263277798891068
4e1cff11-70aa-55e6-8eac-5a682776c8e9	demo-user-46	woman	simulated	test	1	0.29963210225105286	0.06528367102146149	0.5032120943069458	0.08987507224082947
86a4fcc9-8a70-55f4-b0fc-48d85ed314b7	demo-user-47	other	simulated	test	0	0.3553238809108734	0.12505319714546204	0.45929720997810364	0.12453695386648178
de1386e4-cfa6-52da-88b5-353d98e67785	demo-user-47	other	simulated	test	0	0.3128123879432678	0.07148966193199158	0.5201122760772705	0.07988949865102768
8645dab4-03f8-5ded-a9a5-bce0c82a8f7b	demo-user-48	prefer_not_to_say	simulated	test	1	0.46554329991340637	0.16938789188861847	0.4922412633895874	0.1829003095626831
b0fd7085-ac02-5794-b4fc-9a8ab43e8f63	demo-user-48	prefer_not_to_say	simulated	test	1	0.6232094168663025	0.20060965418815613	0.43043601512908936	0.18033383786678314
bd353345-61a1-5bd6-929d-2bdb340ffcd5	demo-user-50	man	simulated	test	0	0.39867305755615234	0.1327146738767624	0.4954322874546051	0.15101224184036255
43ffa35e-3dae-5895-abd8-046350356c1d	demo-user-50	man	simulated	test	0	0.39134520292282104	0.12368808686733246	0.5021712779998779	0.14668570458889008
39dce8b8-a9e5-52d2-b572-6cc706aed18e	demo-user-51	woman	simulated	test	0	0.6516596078872681	0.2131548821926117	0.48671212792396545	0.20853550732135773
00a23ab5-68ed-5d52-a496-d3c4a2b21e66	demo-user-51	woman	simulated	test	0	0.53183913230896	0.1550709456205368	0.4329591989517212	0.17135752737522125
6f62109c-5ddb-5c89-98f4-c13b7a380631	demo-user-52	other	simulated	test	1	0.6175756454467773	0.20897996425628662	0.4675268530845642	0.18745653331279755
bd7bca75-b9a7-5617-9978-f37ba578d729	demo-user-52	other	simulated	test	0	0.3986692726612091	0.12181344628334045	0.5078402757644653	0.10121096670627594
b188e8d1-b5bc-5c96-ada8-a85dd74e3a11	demo-user-53	prefer_not_to_say	simulated	test	1	0.6548465490341187	0.23155507445335388	0.44513121247291565	0.24708464741706848
5ca0fe8a-cd0a-5bb3-b56c-eb28c69c2ef0	demo-user-53	prefer_not_to_say	simulated	test	0	0.5552348494529724	0.17174065113067627	0.4580152630805969	0.16708403825759888
8ef9b3ed-d03b-580c-8716-6b942578fca8	demo-user-55	man	simulated	test	0	0.6210029125213623	0.19653518497943878	0.46796590089797974	0.1863967776298523
99c715d8-a000-5b89-ba6c-7dada48d2b3e	demo-user-55	man	simulated	test	0	0.6059713959693909	0.19151249527931213	0.44477248191833496	0.16615073382854462
6be2e695-01b4-517f-a0cf-d3a904824e0e	demo-user-56	woman	simulated	test	1	0.5512071251869202	0.1831398457288742	0.4198288321495056	0.17488794028759003
15980b06-7b0d-5b71-8302-1d9eb65a4f68	demo-user-56	woman	simulated	test	0	0.598533570766449	0.19481052458286285	0.4815812408924103	0.19479870796203613
5b59042b-8fe4-5b61-a04a-4e33084e7000	demo-user-57	other	simulated	test	0	0.4123814105987549	0.0991453230381012	0.42669373750686646	0.10079092532396317
4ea6eb4f-1996-5c86-a8b5-f2f45245839c	demo-user-57	other	simulated	test	0	0.5714507102966309	0.20542438328266144	0.4915892779827118	0.20712552964687347
7959f7da-867a-5d50-aff3-bc8c4db7663c	demo-user-58	prefer_not_to_say	simulated	test	0	0.5544432401657104	0.18646667897701263	0.42658308148384094	0.18882010877132416
884a44eb-ca8f-5931-bb28-f1ba40cf772b	demo-user-58	prefer_not_to_say	simulated	test	0	0.6338515281677246	0.22035054862499237	0.4593697488307953	0.2217925786972046
a05bb841-d371-598a-b272-7cf572f65332	demo-user-0	man	simulated	test	0	0.6001958847045898	0.1937132626771927	0.46167120337486267	0.15277501940727234
8fb5ef79-a04e-57c7-b0ee-abfd73e85861	demo-user-0	man	simulated	test	0	0.5669432282447815	0.1938469260931015	0.45238375663757324	0.16247180104255676
40dd22cc-d223-5621-8db8-7d6c564815f0	demo-user-1	woman	simulated	test	0	0.5529183745384216	0.17520269751548767	0.4368473291397095	0.17414973676204681
357328eb-4638-5500-bda4-069c5a2e3749	demo-user-1	woman	simulated	test	0	0.4517495632171631	0.16272711753845215	0.49231773614883423	0.17705921828746796
080b5016-8cea-559a-9d4f-a711f6143e4d	demo-user-2	other	simulated	test	0	0.35261252522468567	0.08993635326623917	0.4667816758155823	0.11373268812894821
6a8352a3-9b01-5b6b-bf0b-01a90972a55f	demo-user-2	other	simulated	test	0	0.51055908203125	0.15933148562908173	0.4394603967666626	0.11324797570705414
4ed17007-5f47-5c06-9e47-2be014eae655	demo-user-3	prefer_not_to_say	simulated	test	1	0.5423922538757324	0.17000547051429749	0.43529754877090454	0.1696765273809433
9d587b14-f175-592e-acc9-45392efa8c4b	demo-user-3	prefer_not_to_say	simulated	test	0	0.6337751150131226	0.2052449882030487	0.49674686789512634	0.19895105063915253
fa80501d-50c1-57ca-8889-c86727ed0ed0	demo-user-4	unspecified	simulated	test	1	0.5016576647758484	0.16891540586948395	0.4849710464477539	0.14438454806804657
b3811ba0-4aa9-58eb-b9ea-8d9b957f2b87	demo-user-4	unspecified	simulated	test	0	0.5055267810821533	0.17040657997131348	0.4343774914741516	0.20340658724308014
5446bd8c-bff9-5d5d-8d64-881deb432478	demo-user-5	man	simulated	test	0	0.3558693826198578	0.1069439947605133	0.5017368197441101	0.12877583503723145
85c7f657-f154-5ee0-95ea-023d935cc9e2	demo-user-5	man	simulated	test	1	0.46661123633384705	0.12783806025981903	0.4277283847332001	0.10736771672964096
29d2c7ba-c2c7-5926-81aa-16efe62a1f33	demo-user-6	woman	simulated	test	0	0.6778740882873535	0.23927292227745056	0.5301414728164673	0.201989084482193
d68955e9-aac7-5007-9971-645f35c7fdd8	demo-user-6	woman	simulated	test	0	0.4117293655872345	0.09652654081583023	0.4433692395687103	0.0905734971165657
5f498dd2-fc05-5fc0-81df-cfb989f509b4	demo-user-7	other	simulated	test	0	0.2879808843135834	0.08658206462860107	0.4557969272136688	0.08262139558792114
8f82cef1-9f58-5661-a6ab-038c2b4d92c3	demo-user-7	other	simulated	test	1	0.5661196708679199	0.17253582179546356	0.4351816177368164	0.1853155642747879
2f2da5e1-86a3-5744-9e4f-471c3d6180f8	demo-user-8	prefer_not_to_say	simulated	test	0	0.3518105447292328	0.09724169969558716	0.46852779388427734	0.13052618503570557
ebe76a1c-941d-5f8f-9979-d69600f4dcd6	demo-user-8	prefer_not_to_say	simulated	test	0	0.34923312067985535	0.09618891775608063	0.4674215614795685	0.13313108682632446
945d028e-2f6a-5169-ab31-d9c1374ff9f6	demo-user-10	man	simulated	test	0	0.4959074556827545	0.14701387286186218	0.4470849335193634	0.15230053663253784
5bb13eda-0580-5910-9709-4b4af7ca530b	demo-user-10	man	simulated	test	0	0.33382827043533325	0.08756280690431595	0.4723289906978607	0.12110477685928345
b4c1cb29-92ae-5f85-9083-7ded97eae4c9	demo-user-11	woman	simulated	test	0	0.6118370890617371	0.21137310564517975	0.4514104425907135	0.21918876469135284
923b2676-9b43-5326-af66-8bf788e42262	demo-user-11	woman	simulated	test	0	0.48689788579940796	0.1606847494840622	0.41472309827804565	0.16114215552806854
798b9cd8-b3d5-51af-982e-c17fb05e8595	demo-user-12	other	simulated	test	0	0.5665004849433899	0.19007280468940735	0.4660472869873047	0.16564610600471497
b26e4271-57e1-523a-a000-005952c12b3c	demo-user-12	other	simulated	test	0	0.44890910387039185	0.12004183232784271	0.42606282234191895	0.12187232822179794
