exposure_id	user_id	gender	origin	split	complete	p_complete	p_engage	p_continue	p_click
11588ffd-dd51-5810-9a02-03608d2c3acb	demo-user-43	prefer_not_to_say	simulated	test	1	0.6331762075424194	0.23402893543243408	0.9274361729621887	0.15657339990139008
352cbce0-44f4-59e3-9d0e-78bf252ddcf6	demo-user-43	prefer_not_to_say	simulated	test	0	0.5323508381843567	0.1664203554391861	0.9320063591003418	0.14577536284923553
13b8706b-b2f6-5760-817d-fb3c2f36ad66	demo-user-43	prefer_not_to_say	simulated	test	1	0.47874969244003296	0.20334430038928986	0.44896525144577026	0.1992592066526413
8bad41ac-e55f-537e-8202-df47e2cb20e7	demo-user-44	unspecified	simulated	test	1	0.5857388377189636	0.2120208591222763	0.9248658418655396	0.16687172651290894
8ae92632-fcbd-510a-887b-5defa15e805d	demo-user-44	unspecified	simulated	test	0	0.39327290654182434	0.13873210549354553	0.9144775867462158	0.17022991180419922
79b52cad-93e1-5a21-9495-2e276e6a9c95	demo-user-44	unspecified	simulated	test	1	0.5700510740280151	0.22191627323627472	0.4460899829864502	0.20238278806209564
737e3052-957b-5724-b8d4-e5c955f892f5	demo-user-44	unspecified	simulated	test	0	0.39649152755737305	0.1425376534461975	0.9207314848899841	0.1814206838607788
b3638193-3da7-5365-8f41-712fea7d5d3b	demo-user-44	unspecified	simulated	test	1	0.5700758695602417	0.21889814734458923	0.9262725710868835	0.15542635321617126
72df770a-98a4-529f-a23f-fbe198809392	demo-user-44	unspecified	simulated	test	1	0.5652174353599548	0.23531177639961243	0.9132938981056213	0.19614259898662567
9eb97586-03b7-5245-94a0-048ae021c420	demo-user-44	unspecified	simulated	test	1	0.6310703754425049	0.22668972611427307	0.9154295325279236	0.17617829144001007
99e8a4e3-28a6-5241-bb49-e5ef1252f8d2	demo-user-44	unspecified	simulated	test	0	0.546635091304779	0.24502839148044586	0.46430471539497375	0.2310589998960495
1744c9b4-3b5e-579f-8c13-21ad7284003f	demo-user-45	man	simulated	test	0	0.37631672620773315	0.1292794644832611	0.9281151294708252	0.1427430808544159
a5c30f7e-c380-5be6-960a-6c9293defdce	demo-user-45	man	simulated	test	1	0.5200906991958618	0.18261562287807465	0.9253581166267395	0.18280698359012604
cd9e5408-020b-5e33-b624-2ceab5225d72	demo-user-45	man	simulated	test	1	0.4310722053050995	0.13137270510196686	0.4410826563835144	0.11114992946386337
825b0aca-8f0b-51eb-a0e6-d8678e40603e	demo-user-45	man	simulated	test	1	0.3767312169075012	0.131271630525589	0.9037691354751587	0.14029324054718018
e091381a-251b-5291-b52f-c8557c0715c3	demo-user-45	man	simulated	test	0	0.3821210563182831	0.1321045458316803	0.9276607632637024	0.14435288310050964
84a2fa35-f754-5afe-92b2-fb29eaafecf1	demo-user-45	man	simulated	test	1	0.38592416048049927	0.13533896207809448	0.9038317799568176	0.14265763759613037
d5f7219f-2a41-5c95-935f-39fb7cbd3db0	demo-user-45	man	simulated	test	0	0.3105309307575226	0.10669557005167007	0.9233424067497253	0.1315225511789322
fae9e046-2ee4-5eea-9812-1a31a09a3377	demo-user-45	man	simulated	test	1	0.4423658847808838	0.13869401812553406	0.44621390104293823	0.1387363076210022
09341479-c6aa-54f8-8599-083b5a275462	demo-user-46	woman	simulated	test	1	0.35243722796440125	0.10606121271848679	0.9105477929115295	0.14265519380569458
f1a28a8e-8ac5-51d5-973c-de43dfb538b3	demo-user-46	woman	simulated	test	1	0.4711728096008301	0.17948780953884125	0.9362543821334839	0.15981031954288483
2cd68b7a-1ada-5357-8bf3-96f551134790	demo-user-46	woman	simulated	test	1	0.45556578040122986	0.20436452329158783	0.44383150339126587	0.205468088388443
66281695-f59b-52e3-b63f-f36e760c6a5e	demo-user-46	woman	simulated	test	0	0.40877923369407654	0.16955067217350006	0.9003360867500305	0.1784360557794571
18e47116-3571-52d1-84c3-97171da56078	demo-user-46	woman	simulated	test	1	0.361543208360672	0.12918174266815186	0.9067750573158264	0.18697702884674072
ffad445d-6dbc-5659-8697-478955699baa	demo-user-46	woman	simulated	test	0	0.36955738067626953	0.13451796770095825	0.9067637324333191	0.18959127366542816
a2e59cdb-46d6-560f-94b1-ba885432f857	demo-user-46	woman	simulated	test	1	0.4859393537044525	0.20807498693466187	0.907379150390625	0.19093342125415802
78aba7a9-3cfc-5a3f-beac-f469effd1816	demo-user-46	woman	simulated	test	0	0.4466990530490875	0.1505327671766281	0.4379642605781555	0.12309008836746216
484bc176-7226-5ce4-b134-27567dd9d44c	demo-user-48	prefer_not_to_say	simulated	test	0	0.4956861734390259	0.18936645984649658	0.9369423389434814	0.1642315834760666
8cda91b5-5b77-5bca-9a75-fe9217a0c8b3	demo-user-48	prefer_not_to_say	simulated	test	0	0.530475914478302	0.18810874223709106	0.908686637878418	0.17433924973011017
801740f0-a4db-5d2f-a124-c8d9a6494339	demo-user-48	prefer_not_to_say	simulated	test	0	0.46107208728790283	0.2077006697654724	0.4437909722328186	0.2084641009569168
3a3942dc-b1fe-5663-88a2-57b3030ab966	demo-user-48	prefer_not_to_say	simulated	test	0	0.47426292300224304	0.17101368308067322	0.9032121300697327	0.16382883489131927
673acf3e-eb35-553e-aa86-16eabfaf641e	demo-user-48	prefer_not_to_say	simulated	test	1	0.7134243845939636	0.23262855410575867	0.9245403409004211	0.20766697824001312
83586839-b95a-5c2b-8da3-cf0690123075	demo-user-48	prefer_not_to_say	simulated	test	0	0.6743803024291992	0.23472580313682556	0.9232301115989685	0.20071859657764435
be7640bb-a9ec-5cd2-a78a-968f64efde08	demo-user-48	prefer_not_to_say	simulated	test	1	0.4996320307254791	0.19794948399066925	0.9097499847412109	0.18717648088932037
e5b29151-f02d-514a-8dd9-497ae4a06ca3	demo-user-48	prefer_not_to_say	simulated	test	0	0.45897671580314636	0.14924024045467377	0.4475592374801636	0.13835936784744263
1c886e1c-4b65-5766-ab51-196c407889b9	demo-user-49	unspecified	simulated	test	0	0.5976782441139221	0.21530753374099731	0.9256626963615417	0.16628271341323853
cdc77b07-3eb2-5500-859d-05e41704e7e5	demo-user-49	unspecified	simulated	test	1	0.5863461494445801	0.2033098191022873	0.9191908240318298	0.15609465539455414
4d4bc992-be11-5675-8ae7-99526e508acd	demo-user-49	unspecified	simulated	test	1	0.5183247923851013	0.23307308554649353	0.45221081376075745	0.222866028547287
c59eb3a0-f3da-5083-80bb-e0857ffc7ed7	demo-user-49	unspecified	simulated	test	1	0.486044317483902	0.17290018498897552	0.9221242070198059	0.18108025193214417
8d7e5d0c-56e3-56f6-936c-aa33010e0eba	demo-user-49	unspecified	simulated	test	0	0.4055496156215668	0.14659136533737183	0.9128518104553223	0.14616219699382782
d4ef683c-a7bf-5d4a-8959-042900ac0d89	demo-user-49	unspecified	simulated	test	1	0.4930788278579712	0.17494015395641327	0.9228048324584961	0.1815805435180664
35be3de4-1abe-5a04-9554-5d5072c30081	demo-user-49	unspecified	simulated	test	1	0.4997119903564453	0.1768578290939331	0.9234445095062256	0.1819850206375122
5eaa0822-1ccf-525f-93ac-bf4222463cf5	demo-user-49	unspecified	simulated	test	0	0.4138171374797821	0.14445368945598602	0.44776836037635803	0.14464804530143738
4c1399f5-f343-5161-994a-391b00879685	demo-user-50	man	simulated	test	0	0.5982792973518372	0.24343359470367432	0.9162490963935852	0.19363810122013092
5b821623-7437-50a5-b0d9-113de95b96cb	demo-user-50	man	simulated	test	0	0.3706708252429962	0.13624612987041473	0.915615975856781	0.15255500376224518
4bf73ee4-a8df-5e05-8ec8-6ca823c4b3fe	demo-user-50	man	simulated	test	0	0.4271397888660431	0.1594821810722351	0.4573453962802887	0.18586775660514832
5d0ac218-f491-5634-9300-580295534a89	demo-user-50	man	simulated	test	1	0.6146353483200073	0.2150207906961441	0.9189261794090271	0.17548401653766632
f1e83b54-dfe9-5ebb-9882-8ead4e7e6057	demo-user-50	man	simulated	test	0	0.605923056602478	0.20862768590450287	0.9184309244155884	0.17148299515247345
69357f02-ea0d-57e4-a6fa-f8378c2034ac	demo-user-50	man	simulated	test	1	0.5925745964050293	0.22262679040431976	0.9403220415115356	0.1724705845117569
765c5fa9-08fd-5d09-bd83-e49ac74970b9	demo-user-50	man	simulated	test	0	0.3953876793384552	0.14193402230739594	0.9208517670631409	0.1811181753873825
d3cbd48d-c8ce-55a2-8af2-d4f4276dfcf2	demo-user-50	man	simulated	test	1	0.40730175375938416	0.13781294226646423	0.4552311897277832	0.16772031784057617
66c08fdb-59ab-5ab9-8032-dbf06a37ecee	demo-user-51	woman	simulated	test	1	0.3255764842033386	0.10355343669652939	0.9121794104576111	0.11120304465293884
856e0e3a-68b1-5ce8-849f-bbc9948f669f	demo-user-51	woman	simulated	test	1	0.27821478247642517	0.07510048896074295	0.9245390295982361	0.0904795303940773
337bebdf-4a95-5872-9662-3fec1920f483	demo-user-51	woman	simulated	test	0	0.4178902208805084	0.12803710997104645	0.4412262737751007	0.1070195659995079
8cbf28c4-163f-5f16-a280-bad5cdfa4dfc	demo-user-51	woman	simulated	test	0	0.2856001555919647	0.09267245978116989	0.9276854991912842	0.12004873156547546
30c63302-8196-56a5-b647-3433fd21754b	demo-user-51	woman	simulated	test	0	0.3301250636577606	0.10643908381462097	0.9115444421768188	0.11314836889505386
a0b10603-dd2e-50e0-b9ce-e8f11f31f588	demo-user-51	woman	simulated	test	0	0.29476723074913025	0.10304205864667892	0.8887132406234741	0.13060203194618225
d11e67f0-8d45-54e3-adfc-d9cd6e1c818e	demo-user-51	woman	simulated	test	0	0.33572760224342346	0.10518444329500198	0.9295655488967896	0.1312289834022522
743b3df1-1c34-5eff-b843-507800ae9815	demo-user-51	woman	simulated	test	0	0.3985919952392578	0.10816634446382523	0.44462233781814575	0.09313782304525375
5a765ced-6c5d-575a-ad12-04be7e096b5e	demo-user-52	other	simulated	test	0	0.33671310544013977	0.10715419054031372	0.9295815229415894	0.12135908752679825
5c4a890d-822f-5bc6-a30f-e81e4db41b01	demo-user-52	other	simulated	test	0	0.32225754857063293	0.11452630907297134	0.9202063083648682	0.1289869099855423
e0ebe393-4065-528f-8cfe-4966da7a6b35	demo-user-52	other	simulated	test	0	0.3663139045238495	0.1150078997015953	0.45243871212005615	0.11777415126562119
b5175f41-9281-5075-aaba-bf7af5ee4fa2	demo-user-52	other	simulated	test	1	0.3895265758037567	0.14204199612140656	0.9070706963539124	0.13510242104530334
16867054-2e18-5fe9-9e38-ed4c9e87a971	demo-user-52	other	simulated	test	1	0.6964364647865295	0.21516551077365875	0.9486306309700012	0.14097808301448822
5342ea33-7e09-53d2-b5af-d869af6a71da	demo-user-52	other	simulated	test	0	0.7148849964141846	0.23299601674079895	0.9247994422912598	0.20743176341056824
3dfe1820-ea0a-5de0-a6b7-2fa2c8274abe	demo-user-52	other	simulated	test	0	0.3081899881362915	0.1053876280784607	0.9237775802612305	0.13046894967556
48aa75b7-2f8c-5118-96cb-e3df506e919d	demo-user-52	other	simulated	test	0	0.6252794861793518	0.24938499927520752	0.4904906153678894	0.23484423756599426
2af75b48-56c9-5e17-a339-595f55b104cf	demo-user-53	prefer_not_to_say	simulated	test	0	0.356627494096756	0.1302570104598999	0.9105057716369629	0.14215022325515747
58558ff0-b8af-5b49-bfdf-56354160d861	demo-user-53	prefer_not_to_say	simulated	test	0	0.33727553486824036	0.11540354788303375	0.9324499368667603	0.11997105181217194
5f1d35c4-6dce-54fa-8b9d-6af1b4df3b9a	demo-user-53	prefer_not_to_say	simulated	test	1	0.35273605585098267	0.10596925020217896	0.4586266577243805	0.15086893737316132
4e1d0885-22bc-535d-99bb-b8334fcf7f52	demo-user-53	prefer_not_to_say	simulated	test	0	0.33707311749458313	0.11181126534938812	0.9075961709022522	0.17831073701381683
c40f53d9-6bfe-53a9-9dd2-faf26eb02826	demo-user-53	prefer_not_to_say	simulated	test	0	0.3331623673439026	0.11310690641403198	0.932528555393219	0.11839412152767181
9886ff9b-9d19-5c38-9b8a-10a5a8de362f	demo-user-53	prefer_not_to_say	simulated	test	0	0.3729993402957916	0.13052597641944885	0.9225675463676453	0.12551088631153107
a84846ea-b5ec-5983-b498-6110f5b6180d	demo-user-53	prefer_not_to_say	simulated	test	0	0.32399699091911316	0.1228526383638382	0.887280285358429	0.14458942413330078
cfeb892a-106a-570d-a91e-fb1fe785b33c	demo-user-53	prefer_not_to_say	simulated	test	0	0.3704282343387604	0.09831167757511139	0.46184760332107544	0.12150870263576508
f7dd22dd-286b-5ad4-8371-40d236d5316a	demo-user-57	other	simulated	test	0	0.42537155747413635	0.1580505520105362	0.9219986200332642	0.14000204205513
caf89009-165e-502b-b88d-35e915e808ed	demo-user-57	other	simulated	test	0	0.4119848310947418	0.14225442707538605	0.9230393171310425	0.1515374332666397
0b8a42a9-7437-5c44-909a-66893bb1ddb3	demo-user-57	other	simulated	test	0	0.40230506658554077	0.12896040081977844	0.43878650665283203	0.1278713345527649
4483e278-7dbb-5a7c-9dc3-bfdaeedee1dc	demo-user-57	other	simulated	test	0	0.3754878044128418	0.125564306974411	0.9157294034957886	0.12460692226886749
e45b6052-f2e7-5df2-b1e3-375d297190b0	demo-user-57	other	simulated	test	1	0.33764076232910156	0.1258842647075653	0.9023407697677612	0.14112810790538788
4d1cacce-fe6d-553d-8e26-e6996ccfe2a9	demo-user-57	other	simulated	test	0	0.3547642230987549	0.1353573352098465	0.9167314767837524	0.14488236606121063
0cb1fc42-ac63-5fed-b252-019414593990	demo-user-57	other	simulated	test	0	0.36598309874534607	0.12090165913105011	0.9161871075630188	0.12171114981174469
c0664a1e-3eb9-5b79-bf12-2ed661b089b4	demo-user-57	other	simulated	test	0	0.3376345634460449	0.08801493048667908	0.4700053334236145	0.12331431359052658
5ffef517-c6cb-5b2d-ab14-2f9bbacaa97a	demo-user-58	prefer_not_to_say	simulated	test	0	0.4481947720050812	0.15584494173526764	0.9152098894119263	0.14142712950706482
84819c15-a1d4-5cd2-9caa-e9eaf83f9eb5	demo-user-58	prefer_not_to_say	simulated	test	1	0.3265412747859955	0.09982535988092422	0.9275779724121094	0.15594971179962158
2726d367-7fa3-5280-97f4-32f8b3b73425	demo-user-58	prefer_not_to_say	simulated	test	0	0.36776894330978394	0.1126084178686142	0.46524569392204285	0.1630842387676239
83918876-b2ab-51f2-bf88-0c19857adf75	demo-user-58	prefer_not_to_say	simulated	test	1	0.32055172324180603	0.10890476405620575	0.8983799815177917	0.1280258297920227
776ffd10-0c37-5fda-80cf-b77556ac37e9	demo-user-58	prefer_not_to_say	simulated	test	1	0.33116137981414795	0.11396294087171555	0.8977486491203308	0.1315969079732895
272bcc7b-756c-517b-8697-a65d1940af23	demo-user-58	prefer_not_to_say	simulated	test	1	0.4113633930683136	0.1526395082473755	0.912476658821106	0.16203275322914124
3168522d-6570-589a-80d1-d20f6c3f554a	demo-user-58	prefer_not_to_say	simulated	test	0	0.3373342454433441	0.1085519790649414	0.9234585762023926	0.11278822273015976
855f3836-e88c-52e1-b40f-49fd7eed9f7e	demo-user-58	prefer_not_to_say	simulated	test	0	0.45190802216529846	0.1638217717409134	0.4458746910095215	0.15888644754886627
5668f286-2456-5ec5-8851-c9e3012eb9d7	demo-user-59	unspecified	simulated	test	1	0.3579223155975342	0.11689796298742294	0.9284303784370422	0.1275848150253296
706042d5-3764-5821-9b02-0d6ad948aad0	demo-user-59	unspecified	simulated	test	1	0.4338594377040863	0.15597563982009888	0.9175431728363037	0.1761694997549057
a5a55778-24c2-5ff0-94c2-756c7404ecc7	demo-user-59	unspecified	simulated	test	1	0.464614599943161	0.18737956881523132	0.4587412178516388	0.20451658964157104
8eed1e75-987e-5d72-b52d-e448a78cf860	demo-user-59	unspecified	simulated	test	0	0.5263960957527161	0.2192961573600769	0.8972775340080261	0.19011597335338593
5033be87-d542-5880-b340-c6cde8ca7bba	demo-user-59	unspecified	simulated	test	1	0.46193721890449524	0.1732451617717743	0.9056366682052612	0.1954757124185562
0267877d-15b5-5180-90ea-5ab5e149eb96	demo-user-59	unspecified	simulated	test	1	0.4712642729282379	0.1767870932817459	0.9057694673538208	0.1971004158258438
4d026676-06a7-5527-a89b-8affeea16df5	demo-user-59	unspecified	simulated	test	0	0.451067179441452	0.16362179815769196	0.9231135845184326	0.15880078077316284
c3fd3659-19f5-54fa-a072-4bfcc5ee26e9	demo-user-59	unspecified	simulated	test	0	0.38725635409355164	0.12930898368358612	0.44943955540657043	0.13274163007736206
f7d89f79-4819-58eb-846f-0f912557a930	demo-user-60	man	simulated	test	1	0.4207567870616913	0.13937561213970184	0.9108098745346069	0.16233566403388977
bd4ff29f-5874-5455-8124-41d5c2cb264f	demo-user-60	man	simulated	test	1	0.42030438780784607	0.16284145414829254	0.9071158170700073	0.20138968527317047
39b95277-75eb-52bd-ba73-4d785be01b94	demo-user-60	man	simulated	test	1	0.4465038478374481	0.16715891659259796	0.45462432503700256	0.1980561912059784
fd48fa20-34c9-5f18-a781-fbf13173222a	demo-user-60	man	simulated	test	1	0.3560725152492523	0.1159818097949028	0.9167147278785706	0.11849422007799149
714cb35d-3b83-5ae4-a095-5f8fdbbbfff9	demo-user-60	man	simulated	test	0	0.3677040934562683	0.12850596010684967	0.9153147339820862	0.1347040981054306
7b284055-ded7-543b-9dc7-28099e359725	demo-user-60	man	simulated	test	0	0.34756776690483093	0.13079681992530823	0.9174295663833618	0.14143627882003784
c4da6b33-cfba-5448-8e66-b8799e9df51d	demo-user-60	man	simulated	test	0	0.3882564604282379	0.1413850337266922	0.9070761799812317	0.13473892211914062
ae883278-45f6-574c-aa6b-1bd5213e221b	demo-user-60	man	simulated	test	1	0.3839975595474243	0.1165352463722229	0.44104447960853577	0.11672833561897278
aa520913-6c50-51ef-ba4f-85c4cd7e1470	demo-user-61	woman	simulated	test	1	0.423103392124176	0.14036525785923004	0.9108555316925049	0.16291826963424683
46cf1862-f28d-51d7-8e1d-7d98efd7307a	demo-user-61	woman	simulated	test	1	0.42886754870414734	0.1582050770521164	0.9179030656814575	0.1891898810863495
7d3ddf44-8869-5f24-bd13-29b80ec41f6b	demo-user-61	woman	simulated	test	1	0.618153989315033	0.23913459479808807	0.5019723176956177	0.1847953349351883
8c4bc595-d79c-5b0e-92ac-95c269174e7f	demo-user-61	woman	simulated	test	1	0.44120287895202637	0.1481347680091858	0.9112803339958191	0.1674872636795044
d440cc72-9f96-548b-bb65-20d4eefc054c	demo-user-61	woman	simulated	test	1	0.7033539414405823	0.23343396186828613	0.9321386814117432	0.1651858240365982
51724950-9bd9-5301-b71a-881daa5ceb0d	demo-user-61	woman	simulated	test	0	0.5195152163505554	0.16227298974990845	0.9317800402641296	0.143654927611351
f124cc9b-92dc-5628-b210-8afe6ae20b90	demo-user-61	woman	simulated	test	0	0.44478756189346313	0.1665353924036026	0.9054379463195801	0.19238345324993134
ca0da643-241e-55aa-a5e4-ae344ebbbea3	demo-user-61	woman	simulated	test	0	0.39285096526145935	0.10968013852834702	0.4451717436313629	0.09448796510696411
2d6986f4-a496-540c-a94b-f9c7264d0a3a	demo-user-63	prefer_not_to_say	simulated	test	0	0.3470311760902405	0.13177895545959473	0.9025898575782776	0.14525219798088074
fd19f757-04ff-5b08-9468-a8921b4c5bc5	demo-user-63	prefer_not_to_say	simulated	test	1	0.5294649004936218	0.21199752390384674	0.8958836197853088	0.19602689146995544
1f788241-5d51-5d43-82ca-b45249e05be3	demo-user-63	prefer_not_to_say	simulated	test	1	0.4179140031337738	0.1522180587053299	0.4574013948440552	0.18131953477859497
e203b2ab-cbe2-59e0-830c-f0aa9f879097	demo-user-63	prefer_not_to_say	simulated	test	0	0.3849664330482483	0.13979829847812653	0.914622962474823	0.19843032956123352
efa153ec-c73d-5bb8-82ff-dcc34bb9cbdf	demo-user-63	prefer_not_to_say	simulated	test	0	0.3427274823188782	0.12905898690223694	0.9024853706359863	0.143348827958107
2719fb4d-7bdb-55fb-be95-4994b677e562	demo-user-63	prefer_not_to_say	simulated	test	1	0.5522528290748596	0.19347502291202545	0.909496009349823	0.17444778978824615
22eb5fe9-d068-59b9-b0ad-f6052412ad7c	demo-user-63	prefer_not_to_say	simulated	test	1	0.5283933281898499	0.21572144329547882	0.9105541110038757	0.17982903122901917
ec4c578d-1d81-5b8f-9349-b5a467607fe1	demo-user-63	prefer_not_to_say	simulated	test	1	0.40335407853126526	0.1416490375995636	0.4549759328365326	0.17897552251815796
c6d8e3dd-a198-5e21-824a-9aabe6cd601d	demo-user-65	man	simulated	test	0	0.47588858008384705	0.202915221452713	0.8923171758651733	0.18621309101581573
774c1742-c49c-5d5e-91b3-8da5d437a02a	demo-user-65	man	simulated	test	1	0.46765488386154175	0.19982509315013885	0.8917257785797119	0.1851481795310974
4bc2f4e4-d715-51f1-8ea0-5da094fc28e2	demo-user-65	man	simulated	test	0	0.4260062277317047	0.14372898638248444	0.43642908334732056	0.14023758471012115
2728022f-9887-581d-a2ee-d8ff885cd0e1	demo-user-65	man	simulated	test	1	0.4877740740776062	0.18618649244308472	0.9367302060127258	0.1628742516040802
3cb3be22-a73e-5c05-987d-5f94ce9cd615	demo-user-65	man	simulated	test	1	0.38140666484832764	0.15166230499744415	0.9142060279846191	0.157220721244812
87030fe2-4c11-5b9b-a0f5-556587af7770	demo-user-65	man	simulated	test	0	0.4178405702114105	0.14334963262081146	0.9151170253753662	0.13451038300991058
4091f3f7-7091-5041-a024-7e49aa471c9a	demo-user-65	man	simulated	test	0	0.41124817728996277	0.1398092806339264	0.926297664642334	0.1407308429479599
4f970736-28fd-5cf6-9ec7-f13f756bce49	demo-user-65	man	simulated	test	1	0.4710334241390228	0.19232577085494995	0.4377497136592865	0.2040282040834427
df114eff-a4f0-5aa7-90b7-509813e69e75	demo-user-66	woman	simulated	test	1	0.6664860248565674	0.20739859342575073	0.9417541027069092	0.1513196974992752
eb6e2573-ba94-51ca-bff4-35bd283f3a94	demo-user-66	woman	simulated	test	0	0.6684548258781433	0.20792946219444275	0.9421393275260925	0.1508137434720993
de834736-7db6-541b-a41c-42261f99564f	demo-user-66	woman	simulated	test	0	0.6019120216369629	0.23708181083202362	0.4669781029224396	0.2248191386461258
1a2f1a42-0116-55d9-91bc-a693af25ab5b	demo-user-66	woman	simulated	test	1	0.42946845293045044	0.16181856393814087	0.9122909307479858	0.20750713348388672
152da8c9-c2e6-5acc-9954-54ad41a242b1	demo-user-66	woman	simulated	test	1	0.5062982439994812	0.20608386397361755	0.8962608575820923	0.19530652463436127
248bdb51-241a-51f7-9e23-568283cedb5e	demo-user-66	woman	simulated	test	1	0.43875831365585327	0.1657608449459076	0.9120246767997742	0.20891697704792023
b150e3f2-ecc2-51be-967f-5b275c0059f2	demo-user-66	woman	simulated	test	1	0.6223259568214417	0.24639450013637543	0.9199819564819336	0.1881401389837265
42d9b8fa-f443-54bc-b5c8-202b01b70ff7	demo-user-66	woman	simulated	test	1	0.6676994562149048	0.21850904822349548	0.4910302758216858	0.14065700769424438
b50e8276-cc9a-564a-8cf9-de2ba19f3c23	demo-user-67	other	simulated	test	0	0.5969336032867432	0.2252558022737503	0.927581787109375	0.15288260579109192
75a1d9e5-fec9-5d89-a048-bf8f9060f66e	demo-user-67	other	simulated	test	0	0.40025532245635986	0.14132952690124512	0.904052197933197	0.14606590569019318
24e48f80-411f-52ba-b74b-ccba4b451a63	demo-user-67	other	simulated	test	1	0.6124643087387085	0.23649555444717407	0.5575329661369324	0.20677991211414337
c2f4c188-b268-5245-a447-86315e49e73e	demo-user-67	other	simulated	test	0	0.38527712225914	0.13800300657749176	0.8984735012054443	0.14707045257091522
8489dd7e-21c9-5646-a146-9d068d5e4e07	demo-user-67	other	simulated	test	0	0.38482043147087097	0.1405128538608551	0.9333096742630005	0.1370471715927124
bcbddde6-51c9-51e0-bab2-aae0b73e5546	demo-user-67	other	simulated	test	0	0.6863076686859131	0.230608269572258	0.9201362729072571	0.2086438536643982
981c84c9-d2b1-5260-8811-9544b4ce880b	demo-user-67	other	simulated	test	0	0.373945027589798	0.13309209048748016	0.8981443643569946	0.14404906332492828
3aa9958c-d46a-5fab-84a1-9b4ae827d17f	demo-user-67	other	simulated	test	1	0.594100832939148	0.22486425936222076	0.4611324667930603	0.17591752111911774
